Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,UDI
M22762,M,300.7,312.3,1430.0,47.2,131.0,0,0.0,0.0,0.0,0.0,0.0,
L55083,L,300.8,312.3,1435.0,44.8,134.0,0,0.0,0.0,0.0,0.0,0.0,
M22764,M,300.8,312.4,1811.0,25.1,136.0,0,0.0,0.0,0.0,0.0,0.0,
M22765,M,300.8,312.4,1465.0,43.7,139.0,0,0.0,0.0,0.0,0.0,0.0,
L55086,L,300.9,312.4,1372.0,51.0,142.0,0,0.0,0.0,0.0,0.0,0.0,
L55087,L,300.8,312.3,1858.0,26.3,144.0,0,0.0,0.0,0.0,0.0,0.0,
L55088,L,300.7,312.3,1715.0,26.8,146.0,0,0.0,0.0,0.0,0.0,0.0,
L55089,L,300.7,312.2,1590.0,38.5,148.0,0,0.0,0.0,0.0,0.0,0.0,
M22770,M,300.8,312.2,1664.0,25.7,150.0,0,0.0,0.0,0.0,0.0,0.0,
L55091,L,300.7,312.1,1512.0,36.9,153.0,0,0.0,0.0,0.0,0.0,0.0,
L55092,L,300.7,312.1,1498.0,44.0,155.0,0,0.0,0.0,0.0,0.0,0.0,
L55093,L,300.7,312.1,1395.0,41.9,157.0,0,0.0,0.0,0.0,0.0,0.0,
H37328,H,300.7,312.1,1490.0,43.1,159.0,0,0.0,0.0,0.0,0.0,0.0,
H37329,H,300.8,312.1,1527.0,35.1,164.0,0,0.0,0.0,0.0,0.0,0.0,
L55096,L,300.8,312.1,1512.0,37.1,169.0,0,0.0,0.0,0.0,0.0,0.0,
L55097,L,300.9,312.1,1474.0,42.4,171.0,0,0.0,0.0,0.0,0.0,0.0,
L55098,L,300.8,312.1,1505.0,41.3,173.0,0,0.0,0.0,0.0,0.0,0.0,
L55099,L,300.8,312.0,1496.0,40.0,175.0,0,0.0,0.0,0.0,0.0,0.0,
L55100,L,300.8,312.0,1382.0,49.3,177.0,0,0.0,0.0,0.0,0.0,0.0,
L55101,L,300.7,311.9,1419.0,47.7,179.0,0,0.0,0.0,0.0,0.0,0.0,
L55102,L,300.7,311.9,1462.0,39.7,181.0,0,0.0,0.0,0.0,0.0,0.0,
M22783,M,300.8,312.0,1450.0,45.0,183.0,0,0.0,0.0,0.0,0.0,0.0,
H37338,H,300.7,311.9,1389.0,46.5,186.0,0,0.0,0.0,0.0,0.0,0.0,
M22785,M,300.7,311.9,1697.0,28.2,191.0,0,0.0,0.0,0.0,0.0,0.0,
L55106,L,300.7,311.9,1335.0,57.1,194.0,1,0.0,0.0,0.0,1.0,0.0,
L55107,L,300.7,311.9,1476.0,42.0,196.0,0,0.0,0.0,0.0,0.0,0.0,
L55108,L,300.6,311.7,1497.0,43.6,198.0,0,0.0,0.0,0.0,0.0,0.0,
M22789,M,300.6,311.6,1669.0,29.2,200.0,0,0.0,0.0,0.0,0.0,0.0,
L55110,L,300.6,311.6,1455.0,48.0,203.0,0,0.0,0.0,0.0,0.0,0.0,
L55111,L,300.7,311.7,1499.0,38.4,205.0,0,0.0,0.0,0.0,0.0,0.0,
L55112,L,300.7,311.8,1478.0,41.9,207.0,0,0.0,0.0,0.0,0.0,0.0,
L55113,L,300.8,311.8,1928.0,21.8,209.0,0,0.0,0.0,0.0,0.0,0.0,
M22794,M,300.8,311.9,1621.0,28.3,211.0,0,0.0,0.0,0.0,0.0,0.0,
M22795,M,300.8,311.9,1356.0,44.3,214.0,0,0.0,0.0,0.0,0.0,0.0,
L55116,L,300.8,311.7,1490.0,46.4,217.0,0,0.0,0.0,0.0,0.0,0.0,
L55117,L,300.8,311.7,1578.0,31.4,219.0,0,0.0,0.0,0.0,0.0,0.0,
L55118,L,300.8,311.7,1681.0,31.3,221.0,0,0.0,0.0,0.0,0.0,0.0,
L55119,L,300.8,311.8,1417.0,43.4,223.0,0,0.0,0.0,0.0,0.0,0.0,
M22800,M,300.7,311.7,1532.0,40.0,0.0,0,0.0,0.0,0.0,0.0,0.0,
M22801,M,300.7,311.7,1499.0,38.9,3.0,0,0.0,0.0,0.0,0.0,0.0,
L55122,L,300.8,311.7,1432.0,45.8,6.0,0,0.0,0.0,0.0,0.0,0.0,
L55123,L,300.8,311.7,1753.0,29.0,8.0,0,0.0,0.0,0.0,0.0,0.0,
L55124,L,300.8,311.7,1414.0,49.0,10.0,0,0.0,0.0,0.0,0.0,0.0,
L55125,L,300.8,311.7,1655.0,32.2,12.0,0,0.0,0.0,0.0,0.0,0.0,
L55126,L,300.8,311.6,1516.0,35.6,14.0,0,0.0,0.0,0.0,0.0,0.0,
L55127,L,300.8,311.7,1426.0,45.5,16.0,0,0.0,0.0,0.0,0.0,0.0,
L55128,L,300.8,311.7,1479.0,39.4,18.0,0,0.0,0.0,0.0,0.0,0.0,
M22809,M,300.7,311.5,1569.0,36.4,20.0,0,0.0,0.0,0.0,0.0,0.0,
L55130,L,300.8,311.6,1568.0,36.0,23.0,0,0.0,0.0,0.0,0.0,0.0,
M22811,M,300.9,311.8,1843.0,24.5,25.0,0,0.0,0.0,0.0,0.0,0.0,
M22812,M,300.9,311.9,1480.0,40.9,28.0,0,0.0,0.0,0.0,0.0,0.0,
L55133,L,301.0,312.0,1447.0,36.8,31.0,0,0.0,0.0,0.0,0.0,0.0,
L55134,L,301.0,311.9,1454.0,41.9,33.0,0,0.0,0.0,0.0,0.0,0.0,
M22815,M,300.9,311.9,1310.0,56.1,35.0,0,0.0,0.0,0.0,0.0,0.0,
H37370,H,300.9,311.9,1513.0,38.0,38.0,0,0.0,0.0,0.0,0.0,0.0,
H37371,H,300.9,311.9,2140.0,16.5,43.0,0,0.0,0.0,0.0,0.0,0.0,
L55138,L,301.0,312.1,1377.0,49.9,48.0,0,0.0,0.0,0.0,0.0,0.0,
L55139,L,301.0,312.1,1585.0,32.3,50.0,0,0.0,0.0,0.0,0.0,0.0,
H37374,H,301.1,312.2,1491.0,42.6,52.0,0,0.0,0.0,0.0,0.0,0.0,
L55141,L,301.0,312.2,1264.0,59.0,57.0,0,0.0,0.0,0.0,0.0,0.0,
L55142,L,301.0,312.2,1372.0,47.0,59.0,0,0.0,0.0,0.0,0.0,0.0,
L55143,L,301.0,312.2,1510.0,39.9,61.0,0,0.0,0.0,0.0,0.0,0.0,
L55144,L,300.9,312.1,1423.0,40.2,63.0,0,0.0,0.0,0.0,0.0,0.0,
L55145,L,301.1,312.3,1464.0,35.3,65.0,0,0.0,0.0,0.0,0.0,0.0,
L55146,L,301.0,312.2,1602.0,35.9,67.0,0,0.0,0.0,0.0,0.0,0.0,
M22827,M,301.0,312.2,1629.0,32.6,69.0,0,0.0,0.0,0.0,0.0,0.0,
L55148,L,300.9,312.2,1811.0,23.2,72.0,0,0.0,0.0,0.0,0.0,0.0,
L55149,L,300.9,312.1,1711.0,28.8,74.0,0,0.0,0.0,0.0,0.0,0.0,
M22830,M,300.9,312.1,1297.0,48.6,76.0,0,0.0,0.0,0.0,0.0,0.0,
L55151,L,301.0,312.1,1405.0,46.1,79.0,0,0.0,0.0,0.0,0.0,0.0,
L55152,L,301.1,312.2,1397.0,54.9,81.0,0,0.0,0.0,0.0,0.0,0.0,
L55153,L,301.1,312.3,1682.0,29.7,83.0,0,0.0,0.0,0.0,0.0,0.0,
L55154,L,301.2,312.3,1528.0,38.4,85.0,0,0.0,0.0,0.0,0.0,0.0,
M22835,M,301.2,312.3,1548.0,38.3,87.0,0,0.0,0.0,0.0,0.0,0.0,
H37390,H,301.2,312.4,1395.0,47.8,90.0,0,0.0,0.0,0.0,0.0,0.0,
L55157,L,301.2,312.4,1378.0,59.0,95.0,0,0.0,0.0,0.0,0.0,0.0,
L55158,L,301.2,312.4,1480.0,53.5,97.0,0,0.0,0.0,0.0,0.0,0.0,
M22839,M,301.2,312.4,1428.0,36.6,99.0,0,0.0,0.0,0.0,0.0,0.0,
M22840,M,301.2,312.4,1505.0,39.6,102.0,0,0.0,0.0,0.0,0.0,0.0,
L55161,L,301.0,312.3,1445.0,36.4,105.0,0,0.0,0.0,0.0,0.0,0.0,
L55162,L,301.0,312.3,1488.0,42.6,107.0,0,0.0,0.0,0.0,0.0,0.0,
L55163,L,301.0,312.2,1601.0,33.0,109.0,0,0.0,0.0,0.0,0.0,0.0,
L55164,L,301.0,312.3,1550.0,34.9,111.0,0,0.0,0.0,0.0,0.0,0.0,
L55165,L,301.0,312.2,1540.0,34.1,113.0,0,0.0,0.0,0.0,0.0,0.0,
L55166,L,301.1,312.3,1587.0,34.5,115.0,0,0.0,0.0,0.0,0.0,0.0,
H37401,H,301.0,312.2,1489.0,40.3,117.0,0,0.0,0.0,0.0,0.0,0.0,
L55168,L,301.1,312.3,1486.0,34.9,122.0,0,0.0,0.0,0.0,0.0,0.0,
L55169,L,301.1,312.4,1430.0,37.9,124.0,0,0.0,0.0,0.0,0.0,0.0,
M22850,M,301.1,312.4,1809.0,25.1,126.0,0,0.0,0.0,0.0,0.0,0.0,
L55171,L,301.1,312.3,1534.0,39.0,129.0,0,0.0,0.0,0.0,0.0,0.0,
M22852,M,301.1,312.3,1852.0,25.9,131.0,0,0.0,0.0,0.0,0.0,0.0,
L55173,L,301.1,312.3,1595.0,31.9,134.0,0,0.0,0.0,0.0,0.0,0.0,
L55174,L,301.0,312.3,1424.0,43.5,136.0,0,0.0,0.0,0.0,0.0,0.0,
L55175,L,301.0,312.2,1776.0,28.8,138.0,0,0.0,0.0,0.0,0.0,0.0,
M22856,M,301.0,312.2,1499.0,41.5,140.0,0,0.0,0.0,0.0,0.0,0.0,
M22857,M,301.0,312.2,2710.0,9.7,143.0,1,0.0,0.0,1.0,0.0,0.0,
L55178,L,300.9,312.1,1359.0,51.7,146.0,0,0.0,0.0,0.0,0.0,0.0,
M22859,M,300.9,312.1,1617.0,31.0,148.0,0,0.0,0.0,0.0,0.0,0.0,
M22860,M,300.8,312.0,1443.0,53.3,151.0,0,0.0,0.0,0.0,0.0,0.0,
L55181,L,300.8,312.0,1374.0,50.2,154.0,0,0.0,0.0,0.0,0.0,0.0,
M22862,M,300.9,312.1,1851.0,23.0,156.0,0,0.0,0.0,0.0,0.0,0.0,
M22863,M,300.8,312.0,1274.0,67.3,159.0,0,0.0,0.0,0.0,0.0,0.0,
L55184,L,300.9,312.0,1533.0,44.0,162.0,0,0.0,0.0,0.0,0.0,0.0,
L55185,L,300.8,312.0,1477.0,37.3,164.0,0,0.0,0.0,0.0,0.0,0.0,
L55186,L,300.9,312.1,1462.0,46.0,166.0,0,0.0,0.0,0.0,0.0,0.0,
M22867,M,301.0,312.1,1664.0,28.4,168.0,0,0.0,0.0,0.0,0.0,0.0,
L55188,L,300.8,311.9,1414.0,41.1,171.0,0,0.0,0.0,0.0,0.0,0.0,
H37423,H,300.9,312.0,2129.0,17.8,173.0,0,0.0,0.0,0.0,0.0,0.0,
L55190,L,300.8,311.8,1323.0,61.1,178.0,0,0.0,0.0,0.0,0.0,0.0,
L55191,L,300.8,311.8,1427.0,43.3,180.0,0,0.0,0.0,0.0,0.0,0.0,
M22872,M,300.9,312.0,1375.0,56.1,182.0,0,0.0,0.0,0.0,0.0,0.0,
M22873,M,300.9,312.0,1402.0,50.7,185.0,0,0.0,0.0,0.0,0.0,0.0,
L55194,L,300.9,312.0,1500.0,44.2,188.0,0,0.0,0.0,0.0,0.0,0.0,
M22875,M,301.0,312.0,1558.0,37.5,190.0,0,0.0,0.0,0.0,0.0,0.0,
M22876,M,300.9,312.0,1447.0,41.4,193.0,0,0.0,0.0,0.0,0.0,0.0,
L55197,L,301.0,312.0,1518.0,39.3,196.0,0,0.0,0.0,0.0,0.0,0.0,
L55198,L,301.0,311.9,1889.0,23.5,198.0,0,0.0,0.0,0.0,0.0,0.0,
L55199,L,301.0,312.1,1675.0,30.7,200.0,0,0.0,0.0,0.0,0.0,0.0,
H37434,H,300.9,312.0,1720.0,27.9,202.0,0,0.0,0.0,0.0,0.0,0.0,
M22881,M,301.0,312.0,1499.0,34.6,207.0,0,0.0,0.0,0.0,0.0,0.0,
L55202,L,300.9,312.0,1441.0,43.8,210.0,0,0.0,0.0,0.0,0.0,0.0,
H37437,H,300.9,312.0,1397.0,42.7,212.0,0,0.0,0.0,0.0,0.0,0.0,
L55204,L,300.9,312.0,1493.0,38.7,217.0,0,0.0,0.0,0.0,0.0,0.0,
M22885,M,300.8,312.0,1422.0,50.7,219.0,0,0.0,0.0,0.0,0.0,0.0,
L55206,L,300.7,311.9,1399.0,50.2,222.0,1,0.0,0.0,0.0,1.0,0.0,
L55207,L,300.6,311.9,1425.0,44.9,224.0,0,0.0,0.0,0.0,0.0,0.0,
L55208,L,300.6,311.8,1501.0,44.8,226.0,0,0.0,0.0,0.0,0.0,0.0,
M22889,M,300.6,311.9,1629.0,35.3,0.0,0,0.0,0.0,0.0,0.0,0.0,
L55210,L,300.6,312.0,1490.0,42.2,3.0,0,0.0,0.0,0.0,0.0,0.0,
L55211,L,300.7,312.0,1550.0,32.4,5.0,0,0.0,0.0,0.0,0.0,0.0,
L55212,L,300.8,312.0,1416.0,46.5,7.0,0,0.0,0.0,0.0,0.0,0.0,
L55213,L,300.7,311.9,1485.0,38.8,9.0,0,0.0,0.0,0.0,0.0,0.0,
L55214,L,300.7,311.8,1564.0,36.8,11.0,0,0.0,0.0,0.0,0.0,0.0,
L55215,L,300.7,311.7,1910.0,19.7,13.0,0,0.0,0.0,0.0,0.0,0.0,
L55216,L,300.7,311.7,1460.0,46.1,15.0,0,0.0,0.0,0.0,0.0,0.0,
L55217,L,300.7,311.8,1603.0,34.1,17.0,0,0.0,0.0,0.0,0.0,0.0,
L55218,L,300.7,311.8,1486.0,47.3,19.0,0,0.0,0.0,0.0,0.0,0.0,
L55219,L,300.8,311.9,1560.0,31.8,21.0,0,0.0,0.0,0.0,0.0,0.0,
L55220,L,300.8,311.9,1498.0,39.3,23.0,0,0.0,0.0,0.0,0.0,0.0,
H37455,H,300.8,311.9,1431.0,48.5,25.0,0,0.0,0.0,0.0,0.0,0.0,
L55222,L,300.8,311.9,1486.0,45.1,30.0,0,0.0,0.0,0.0,0.0,0.0,
L55223,L,300.7,311.9,1486.0,35.8,32.0,0,0.0,0.0,0.0,0.0,0.0,
L55224,L,300.7,311.8,1441.0,38.1,34.0,0,0.0,0.0,0.0,0.0,0.0,
M22905,M,300.7,311.9,1366.0,55.1,36.0,0,0.0,0.0,0.0,0.0,0.0,
L55226,L,300.6,311.8,1471.0,41.4,39.0,0,0.0,0.0,0.0,0.0,0.0,
L55227,L,300.6,311.9,1463.0,38.2,41.0,0,0.0,0.0,0.0,0.0,0.0,
L55228,L,300.6,311.9,1413.0,41.3,43.0,0,0.0,0.0,0.0,0.0,0.0,
H37463,H,300.6,311.9,1604.0,30.5,45.0,0,0.0,0.0,0.0,0.0,0.0,
L55230,L,300.7,312.0,1401.0,51.1,50.0,0,0.0,0.0,0.0,0.0,0.0,
L55231,L,300.6,311.8,1652.0,27.2,52.0,0,0.0,0.0,0.0,0.0,0.0,
L55232,L,300.5,311.9,1403.0,45.7,54.0,0,0.0,0.0,0.0,0.0,0.0,
L55233,L,300.5,311.9,1887.0,21.7,56.0,0,0.0,0.0,0.0,0.0,0.0,
L55234,L,300.4,311.8,1405.0,47.9,58.0,0,0.0,0.0,0.0,0.0,0.0,
H37469,H,300.2,311.6,1496.0,41.1,60.0,0,0.0,0.0,0.0,0.0,0.0,
L55236,L,300.1,311.5,1499.0,43.4,65.0,0,0.0,0.0,0.0,0.0,0.0,
L55237,L,300.2,311.5,1549.0,37.2,67.0,0,0.0,0.0,0.0,0.0,0.0,
L55238,L,300.3,311.6,1515.0,44.9,69.0,0,0.0,0.0,0.0,0.0,0.0,
L55239,L,300.2,311.6,1540.0,37.7,71.0,0,0.0,0.0,0.0,0.0,0.0,
H37474,H,300.2,311.5,1426.0,44.3,73.0,0,0.0,0.0,0.0,0.0,0.0,
M22921,M,300.2,311.6,1465.0,41.4,78.0,0,0.0,0.0,0.0,0.0,0.0,
M22922,M,300.3,311.6,1359.0,54.1,81.0,0,0.0,0.0,0.0,0.0,0.0,
M22923,M,300.3,311.7,1551.0,36.4,84.0,0,0.0,0.0,0.0,0.0,0.0,
L55244,L,300.5,311.8,1596.0,34.8,87.0,0,0.0,0.0,0.0,0.0,0.0,
M22925,M,300.5,311.9,1670.0,26.3,89.0,0,0.0,0.0,0.0,0.0,0.0,
L55246,L,300.4,311.9,1868.0,21.3,92.0,0,0.0,0.0,0.0,0.0,0.0,
M22927,M,300.6,312.0,1490.0,39.8,94.0,0,0.0,0.0,0.0,0.0,0.0,
M22928,M,300.5,311.9,1676.0,35.2,97.0,0,0.0,0.0,0.0,0.0,0.0,
M22929,M,300.5,311.9,1875.0,22.1,100.0,0,0.0,0.0,0.0,0.0,0.0,
M22930,M,300.5,312.0,1867.0,23.0,103.0,0,0.0,0.0,0.0,0.0,0.0,
L55251,L,300.5,312.0,1646.0,29.5,106.0,0,0.0,0.0,0.0,0.0,0.0,
H37486,H,300.5,312.0,1375.0,43.2,108.0,0,0.0,0.0,0.0,0.0,0.0,
L55253,L,300.5,312.0,1558.0,36.7,113.0,0,0.0,0.0,0.0,0.0,0.0,
L55254,L,300.4,312.0,1631.0,34.9,115.0,0,0.0,0.0,0.0,0.0,0.0,
L55255,L,300.4,312.0,1366.0,43.0,117.0,0,0.0,0.0,0.0,0.0,0.0,
L55256,L,300.3,311.8,1360.0,48.0,119.0,0,0.0,0.0,0.0,0.0,0.0,
L55257,L,300.3,311.8,1547.0,39.7,121.0,0,0.0,0.0,0.0,0.0,0.0,
L55258,L,300.3,311.7,1571.0,31.2,123.0,0,0.0,0.0,0.0,0.0,0.0,
L55259,L,300.2,311.5,1528.0,36.1,125.0,0,0.0,0.0,0.0,0.0,0.0,
H37494,H,300.2,311.5,1432.0,43.6,127.0,0,0.0,0.0,0.0,0.0,0.0,
L55261,L,300.2,311.6,1356.0,53.5,132.0,0,0.0,0.0,0.0,0.0,0.0,
H37496,H,300.1,311.5,1422.0,46.2,134.0,0,0.0,0.0,0.0,0.0,0.0,
L55263,L,300.1,311.4,1438.0,42.2,139.0,0,0.0,0.0,0.0,0.0,0.0,
L55264,L,300.2,311.4,1483.0,44.4,141.0,0,0.0,0.0,0.0,0.0,0.0,
L55265,L,300.2,311.4,1331.0,49.8,143.0,0,0.0,0.0,0.0,0.0,0.0,
L55266,L,300.2,311.4,1463.0,37.5,145.0,0,0.0,0.0,0.0,0.0,0.0,
L55267,L,300.1,311.4,1446.0,40.6,147.0,0,0.0,0.0,0.0,0.0,0.0,
L55268,L,300.1,311.4,1356.0,45.7,149.0,0,0.0,0.0,0.0,0.0,0.0,
L55269,L,300.1,311.3,1676.0,30.3,151.0,0,0.0,0.0,0.0,0.0,0.0,
L55270,L,300.1,311.4,1910.0,23.0,153.0,0,0.0,0.0,0.0,0.0,0.0,
L55271,L,300.2,311.6,1375.0,56.9,155.0,0,0.0,0.0,0.0,0.0,0.0,
M22952,M,300.2,311.6,1513.0,40.8,157.0,0,0.0,0.0,0.0,0.0,0.0,
L55273,L,300.2,311.6,1511.0,35.7,160.0,0,0.0,0.0,0.0,0.0,0.0,
H37508,H,300.2,311.6,1662.0,28.8,162.0,0,0.0,0.0,0.0,0.0,0.0,
L55275,L,300.2,311.7,1493.0,48.3,167.0,0,0.0,0.0,0.0,0.0,0.0,
M22956,M,300.2,311.7,1555.0,37.4,169.0,0,0.0,0.0,0.0,0.0,0.0,
L55277,L,300.3,311.7,1452.0,41.5,172.0,0,0.0,0.0,0.0,0.0,0.0,
L55278,L,300.2,311.6,1500.0,39.0,174.0,0,0.0,0.0,0.0,0.0,0.0,
L55279,L,300.2,311.7,1603.0,30.5,176.0,0,0.0,0.0,0.0,0.0,0.0,
L55280,L,300.3,311.7,1682.0,27.8,178.0,0,0.0,0.0,0.0,0.0,0.0,
L55281,L,300.3,311.8,1567.0,37.7,180.0,0,0.0,0.0,0.0,0.0,0.0,
L55282,L,300.3,311.8,1413.0,46.0,182.0,0,0.0,0.0,0.0,0.0,0.0,
M22963,M,300.3,311.9,1429.0,41.6,184.0,0,0.0,0.0,0.0,0.0,0.0,
L55284,L,300.3,311.9,1692.0,31.5,187.0,0,0.0,0.0,0.0,0.0,0.0,
L55285,L,300.4,311.9,1476.0,48.7,189.0,0,0.0,0.0,0.0,0.0,0.0,
M22966,M,300.4,312.0,1596.0,30.4,191.0,0,0.0,0.0,0.0,0.0,0.0,
H37521,H,300.3,311.9,1390.0,49.0,194.0,0,0.0,0.0,0.0,0.0,0.0,
M22968,M,300.3,311.8,1607.0,33.7,199.0,0,0.0,0.0,0.0,0.0,0.0,
L55289,L,300.3,311.7,1821.0,26.3,202.0,0,0.0,0.0,0.0,0.0,0.0,
H37524,H,300.3,311.8,2141.0,18.5,204.0,0,0.0,0.0,0.0,0.0,0.0,
M22971,M,300.4,311.8,1553.0,33.1,209.0,1,1.0,0.0,0.0,0.0,0.0,
M22972,M,300.4,311.8,1442.0,45.1,0.0,0,0.0,0.0,0.0,0.0,0.0,
L55293,L,300.4,311.7,1459.0,45.6,3.0,0,0.0,0.0,0.0,0.0,0.0,
H37528,H,300.4,311.8,2496.0,13.5,5.0,0,0.0,0.0,0.0,0.0,0.0,
L55295,L,300.4,311.8,1367.0,57.2,10.0,0,0.0,0.0,0.0,0.0,0.0,
L55296,L,300.3,311.8,2004.0,19.6,12.0,0,0.0,0.0,0.0,0.0,0.0,
L55297,L,300.3,311.7,1406.0,47.5,14.0,0,0.0,0.0,0.0,0.0,0.0,
L55298,L,300.3,311.8,1548.0,33.0,16.0,0,0.0,0.0,0.0,0.0,0.0,
L55299,L,300.3,311.7,1333.0,55.2,18.0,0,0.0,0.0,0.0,0.0,0.0,
L55300,L,300.2,311.6,1767.0,26.4,20.0,0,0.0,0.0,0.0,0.0,0.0,
L55301,L,300.2,311.6,1827.0,27.0,22.0,0,0.0,0.0,0.0,0.0,0.0,
M22982,M,300.2,311.6,1533.0,46.4,24.0,0,0.0,0.0,0.0,0.0,0.0,
H37537,H,300.2,311.5,1515.0,36.8,27.0,0,0.0,0.0,0.0,0.0,0.0,
L55304,L,300.2,311.4,1568.0,41.0,32.0,0,0.0,0.0,0.0,0.0,0.0,
L55305,L,300.2,311.4,1452.0,47.8,34.0,0,0.0,0.0,0.0,0.0,0.0,
L55306,L,300.2,311.4,1433.0,37.9,36.0,0,0.0,0.0,0.0,0.0,0.0,
M22987,M,300.1,311.3,1650.0,33.8,38.0,0,0.0,0.0,0.0,0.0,0.0,
L55308,L,300.1,311.4,1629.0,31.3,41.0,0,0.0,0.0,0.0,0.0,0.0,
L55309,L,300.0,311.3,1520.0,39.2,43.0,0,0.0,0.0,0.0,0.0,0.0,
H37544,H,300.0,311.2,1393.0,43.1,45.0,0,0.0,0.0,0.0,0.0,0.0,
H37545,H,299.9,311.2,1364.0,49.6,50.0,0,0.0,0.0,0.0,0.0,0.0,
M22992,M,299.9,311.3,1389.0,50.0,55.0,0,0.0,0.0,0.0,0.0,0.0,
L55313,L,299.8,311.1,1466.0,46.1,58.0,0,0.0,0.0,0.0,0.0,0.0,
L55314,L,299.7,311.1,1650.0,32.4,60.0,0,0.0,0.0,0.0,0.0,0.0,
L55315,L,299.6,311.0,1554.0,36.3,62.0,0,0.0,0.0,0.0,0.0,0.0,
M22996,M,299.6,310.9,1474.0,39.7,64.0,0,0.0,0.0,0.0,0.0,0.0,
H37551,H,299.5,310.8,1600.0,32.4,67.0,0,0.0,0.0,0.0,0.0,0.0,
L55318,L,299.5,310.8,1356.0,54.9,72.0,0,0.0,0.0,0.0,0.0,0.0,
L55319,L,299.5,310.8,1571.0,38.2,74.0,0,0.0,0.0,0.0,0.0,0.0,
L55320,L,299.6,310.9,1658.0,28.0,76.0,0,0.0,0.0,0.0,0.0,0.0,
L55321,L,299.6,310.8,1393.0,49.9,78.0,0,0.0,0.0,0.0,0.0,0.0,
M23002,M,299.7,311.0,1448.0,49.8,80.0,0,0.0,0.0,0.0,0.0,0.0,
L55323,L,299.7,310.9,1477.0,40.4,83.0,0,0.0,0.0,0.0,0.0,0.0,
M23004,M,299.7,311.0,1506.0,42.7,85.0,0,0.0,0.0,0.0,0.0,0.0,
M23005,M,299.7,310.9,1685.0,32.1,88.0,0,0.0,0.0,0.0,0.0,0.0,
L55326,L,299.6,310.9,1533.0,31.8,91.0,0,0.0,0.0,0.0,0.0,0.0,
L55327,L,299.5,310.8,1447.0,41.0,93.0,0,0.0,0.0,0.0,0.0,0.0,
M23008,M,299.5,310.7,1488.0,39.5,95.0,0,0.0,0.0,0.0,0.0,0.0,
M23009,M,299.6,310.8,1427.0,50.4,98.0,0,0.0,0.0,0.0,0.0,0.0,
M23010,M,299.5,310.7,1424.0,41.3,101.0,0,0.0,0.0,0.0,0.0,0.0,
L55331,L,299.5,310.7,1472.0,40.9,104.0,0,0.0,0.0,0.0,0.0,0.0,
L55332,L,299.5,310.7,1438.0,45.7,106.0,0,0.0,0.0,0.0,0.0,0.0,
L55333,L,299.6,310.8,1507.0,42.4,108.0,0,0.0,0.0,0.0,0.0,0.0,
L55334,L,299.6,310.7,1393.0,52.1,110.0,0,0.0,0.0,0.0,0.0,0.0,
L55335,L,299.5,310.8,1283.0,52.4,112.0,0,0.0,0.0,0.0,0.0,0.0,
L55336,L,299.6,310.8,1644.0,30.9,114.0,0,0.0,0.0,0.0,0.0,0.0,
L55337,L,299.6,310.8,1498.0,46.9,116.0,0,0.0,0.0,0.0,0.0,0.0,
L55338,L,299.6,310.8,1400.0,40.8,118.0,0,0.0,0.0,0.0,0.0,0.0,
H37573,H,299.6,310.9,1679.0,31.2,120.0,0,0.0,0.0,0.0,0.0,0.0,
M23020,M,299.7,311.1,1618.0,30.3,125.0,0,0.0,0.0,0.0,0.0,0.0,
H37575,H,299.6,311.0,1714.0,30.2,128.0,0,0.0,0.0,0.0,0.0,0.0,
L55342,L,299.6,311.0,1574.0,35.0,133.0,0,0.0,0.0,0.0,0.0,0.0,
L55343,L,299.7,311.1,1574.0,36.4,135.0,0,0.0,0.0,0.0,0.0,0.0,
L55344,L,299.6,310.9,1472.0,40.9,137.0,0,0.0,0.0,0.0,0.0,0.0,
L55345,L,299.6,311.0,1552.0,33.2,139.0,0,0.0,0.0,0.0,0.0,0.0,
L55346,L,299.7,311.1,1603.0,31.4,141.0,0,0.0,0.0,0.0,0.0,0.0,
H37581,H,299.7,311.1,1353.0,47.1,143.0,0,0.0,0.0,0.0,0.0,0.0,
L55348,L,299.7,311.1,1690.0,30.6,148.0,0,0.0,0.0,0.0,0.0,0.0,
M23029,M,299.8,311.2,1745.0,26.3,150.0,0,0.0,0.0,0.0,0.0,0.0,
L55350,L,299.9,311.3,1522.0,45.7,153.0,0,0.0,0.0,0.0,0.0,0.0,
H37585,H,300.0,311.4,1641.0,34.5,155.0,0,0.0,0.0,0.0,0.0,0.0,
L55352,L,299.9,311.4,1596.0,28.9,160.0,0,0.0,0.0,0.0,0.0,0.0,
H37587,H,299.9,311.4,1497.0,37.0,162.0,0,0.0,0.0,0.0,0.0,0.0,
L55354,L,299.9,311.3,1371.0,52.3,167.0,0,0.0,0.0,0.0,0.0,0.0,
M23035,M,299.9,311.3,1445.0,41.2,169.0,0,0.0,0.0,0.0,0.0,0.0,
L55356,L,299.8,311.2,1564.0,40.0,172.0,0,0.0,0.0,0.0,0.0,0.0,
L55357,L,299.7,311.1,1439.0,44.9,174.0,0,0.0,0.0,0.0,0.0,0.0,
L55358,L,299.7,311.2,1352.0,52.1,176.0,0,0.0,0.0,0.0,0.0,0.0,
L55359,L,299.8,311.3,1560.0,35.4,178.0,0,0.0,0.0,0.0,0.0,0.0,
